45_m_l_7,Male,21,'Associates degree','United States','I thought the newer star wars trilogy was better than the first trilogy.',lie
46_m_l_1,Male,31,'Some college, no degree','United States','I live alone.',lie
46_m_l_2,Male,31,'Some college, no degree','United States','There are bananas in my refrigerator.',lie
46_m_l_3,Male,31,'Some college, no degree','United States','I own a lamborghini.',lie
46_m_l_4,Male,31,'Some college, no degree','United States','I ride horses in my spare time.',lie
46_m_l_5,Male,31,'Some college, no degree','United States','My favorite color is blue.',lie
46_m_l_6,Male,31,'Some college, no degree','United States','My uncle is a wine taster.',lie
46_m_l_7,Male,31,'Some college, no degree','United States','My mom married a millionaire.',lie
47_m_l_1,Male,25,'Bachelors degree',India,'The building has 200 floors.',lie
47_m_l_2,Male,25,'Bachelors degree',India,'The watch is expensive than a pearl set.',lie
47_m_l_3,Male,25,'Bachelors degree',India,'The size of the phone is larger than a tablet.',lie
47_m_l_4,Male,25,'Bachelors degree',India,'The house has 20 rooms.',lie
47_m_l_5,Male,25,'Bachelors degree',India,'The grocery store has 200 shopkeepers.',lie
47_m_l_6,Male,25,'Bachelors degree',India,'The hospital has 20 floors.',lie
47_m_l_7,Male,25,'Bachelors degree',India,'The book has over one lakh pages.',lie
48_m_l_1,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Obama has resigned from pm post',lie
48_m_l_2,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Us attacks syria,and captures damascus',lie
48_m_l_3,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Pakistan is ready to merge with india.',lie
48_m_l_4,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'India decides to hold referendum in kashmir',lie
48_m_l_5,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Russia bows down under pressure from us, now crimea is no more a part of russian federation',lie
48_m_l_6,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Israel finally shows its nuclear arsenal to the world',lie
48_m_l_7,Male,26,'Graduate degree (Masters, Doctorate, etc.)',india,'Israel and palestine have finally solved their dispute',lie
49_m_l_1,Male,53,'Bachelors degree',USA,'I was in the marine corps.',lie
